2025-06-18 16:58:19: Row 720: Invalid voltages: 1.8413, -0.0027
2025-06-18 16:58:19: Row 721: Invalid voltages: 1.8414, -0.0026
2025-06-18 16:58:19: Row 722: Invalid voltages: 1.8413, -0.0026
2025-06-18 16:58:19: Row 723: Invalid voltages: 1.8413, -0.0026
2025-06-18 16:58:19: Row 724: Invalid voltages: 1.8413, -0.0027
2025-06-18 16:58:19: Row 725: Invalid voltages: 1.8413, -0.0027
2025-06-18 16:58:19: Row 726: Invalid voltages: 1.8413, -0.0026
2025-06-18 16:58:19: Row 727: Invalid voltages: 1.8413, -0.0026
2025-06-18 16:58:19: Row 728: Invalid voltages: 1.8413, -0.0027
2025-06-18 16:58:19: Row 729: Invalid voltages: 1.8412, -0.0026
2025-06-18 16:58:19: Row 730: Invalid voltages: 1.8413, -0.0026
2025-06-18 16:58:19: Row 731: Invalid voltages: 1.8412, -0.0026
2025-06-18 16:58:19: Row 732: Invalid voltages: 1.8412, -0.0027
2025-06-18 16:58:19: Row 733: Invalid voltages: 1.8411, -0.0027
2025-06-18 16:58:19: Row 734: Invalid voltages: 1.8412, -0.0027
2025-06-18 16:58:19: Row 735: Invalid voltages: 1.8409, -0.0036
2025-06-18 16:58:19: Row 736: Invalid voltages: 1.8412, -0.0026
2025-06-18 16:58:19: Row 737: Invalid voltages: 1.8411, -0.0028
2025-06-18 16:58:19: Row 738: Invalid voltages: 1.8411, -0.0026
2025-06-18 16:58:19: Row 739: Invalid voltages: 1.8411, -0.0026
2025-06-18 16:58:19: Row 740: Invalid voltages: 1.8410, -0.0027
2025-06-18 16:58:19: Row 741: Invalid voltages: 1.8411, -0.0026
2025-06-18 16:58:19: Row 742: Invalid voltages: 1.8411, -0.0027
2025-06-18 16:58:19: Row 743: Invalid voltages: 1.8410, -0.0027
2025-06-18 16:58:19: Row 744: Invalid voltages: 1.8411, -0.0027
2025-06-18 16:58:19: Row 745: Invalid voltages: 1.8394, -0.0026
2025-06-18 16:58:19: Row 746: Invalid voltages: 1.8401, -0.0028
2025-06-18 16:58:19: Row 747: Invalid voltages: 1.8410, -0.0027
2025-06-18 16:58:19: Row 748: Invalid voltages: 1.8409, -0.0027
2025-06-18 16:58:19: Row 749: Invalid voltages: 1.8409, -0.0027
2025-06-18 16:58:19: Row 750: Invalid voltages: 1.8409, -0.0027
2025-06-18 16:58:19: Row 751: Invalid voltages: 1.8409, -0.0027
2025-06-18 16:58:19: Row 752: Invalid voltages: 1.8409, -0.0027
2025-06-18 16:58:19: Row 753: Invalid voltages: 1.8409, -0.0026
2025-06-18 16:58:19: Row 754: Invalid voltages: 1.8408, -0.0027
2025-06-18 16:58:19: Row 755: Invalid voltages: 1.8409, -0.0027
2025-06-18 16:58:19: Row 756: Invalid voltages: 1.8409, -0.0027
2025-06-18 16:58:19: Row 757: Invalid voltages: 1.8409, -0.0027
2025-06-18 16:58:19: Row 758: Invalid voltages: 1.8409, -0.0028
2025-06-18 16:58:19: Row 759: Invalid voltages: 1.8408, -0.0027
2025-06-18 16:58:19: Row 760: Invalid voltages: 1.8409, -0.0027
2025-06-18 16:58:19: Row 761: Invalid voltages: 1.8408, -0.0027
