timestamp,voltage_a0,voltage_a1
2025-06-15 18:17:02.978,1.9909,0.29
2025-06-15 18:17:08.077,1.9913,0.2899
2025-06-15 18:17:13.216,1.9911,0.2899
2025-06-15 18:17:18.296,1.9915,0.2894
2025-06-15 18:17:23.476,1.9919,0.2899
2025-06-15 18:17:33.750,1.9923,0.29
2025-06-15 18:17:38.859,1.9923,0.2901
2025-06-15 18:17:43.982,1.9926,0.29
2025-06-15 18:17:49.121,1.9925,0.29
2025-06-15 18:18:09.676,1.9929,0.2899
2025-06-15 18:18:14.793,1.993,0.2899
2025-06-15 18:18:30.172,1.993,0.2899
2025-06-15 18:18:35.259,1.9931,0.2899
2025-06-15 18:19:11.010,1.9936,0.2901
2025-06-15 18:19:16.118,1.9935,0.29
2025-06-15 18:19:21.220,1.9936,0.2901
2025-06-15 18:19:36.585,1.9938,0.2901
2025-06-15 18:19:41.670,1.9937,0.29
2025-06-15 18:19:51.979,1.9936,0.29
2025-06-15 18:19:57.066,1.9938,0.2901
2025-06-15 18:20:02.147,1.994,0.2901
2025-06-15 18:20:07.326,1.994,0.2901
2025-06-15 18:20:12.442,1.9939,0.2901
2025-06-15 18:20:17.587,1.9939,0.2901
2025-06-15 18:20:27.886,1.9938,0.2901
2025-06-15 18:20:48.261,1.9939,0.2901
2025-06-15 18:20:58.503,1.9934,0.2901
2025-06-15 18:21:03.608,1.9944,0.2901
2025-06-15 18:21:29.117,1.9941,0.29
2025-06-15 18:21:39.316,1.9941,0.2894
2025-06-15 18:21:49.471,1.9944,0.2901
2025-06-15 18:21:59.624,1.9944,0.2901
2025-06-15 18:22:09.777,1.9942,0.8714
2025-06-15 18:22:25.031,1.9944,0.8742
2025-06-15 18:22:35.222,1.9942,0.8477
2025-06-15 18:22:45.376,1.9934,0.8182
2025-06-15 18:23:00.640,1.994,0.7713
2025-06-15 18:23:10.872,1.994,0.7344
2025-06-15 18:23:21.022,1.9939,0.7076
2025-06-15 18:23:31.173,1.9938,0.6846
2025-06-15 18:23:41.326,1.9939,0.6687
2025-06-15 18:23:56.580,1.9931,0.6226
2025-06-15 18:24:22.070,1.9938,0.5947
2025-06-15 18:24:47.569,1.9943,0.5625
2025-06-15 18:25:13.076,1.9943,0.5272
2025-06-15 18:25:23.260,1.9942,0.5835
2025-06-15 18:25:33.407,1.9943,0.5579
2025-06-15 18:25:48.658,1.9943,0.5618
2025-06-15 18:26:14.198,1.9941,0.5578
2025-06-15 18:26:24.397,1.9941,0.5707
2025-06-15 18:26:34.544,1.9941,0.5658
2025-06-15 18:26:44.693,1.9941,0.5613
2025-06-15 18:26:54.848,1.994,0.5574
2025-06-15 18:27:04.997,1.7839,0.5988
2025-06-15 18:27:10.058,1.7696,0.5876
2025-06-15 18:27:20.298,1.7569,0.5768
2025-06-15 18:27:30.452,1.7496,0.5703
2025-06-15 18:27:45.702,1.7529,0.5872
2025-06-15 18:27:55.932,1.7508,0.7996
2025-06-15 18:28:06.080,1.7486,0.7026
2025-06-15 18:28:16.243,1.7468,0.6875
2025-06-15 18:28:26.396,1.7457,0.6796
2025-06-15 18:28:41.648,1.7439,0.6764
2025-06-15 18:28:51.848,1.7431,0.6805
2025-06-15 18:29:07.109,1.7414,0.6829
2025-06-15 18:29:17.346,1.7404,0.6877
2025-06-15 18:29:32.598,1.7387,0.6873
2025-06-15 18:29:42.844,1.7376,0.6828
2025-06-15 18:29:58.101,1.7359,0.6829
2025-06-15 18:30:08.343,1.7348,0.6803
2025-06-15 18:30:18.497,1.7338,0.6803
2025-06-15 18:30:33.752,1.7323,0.6806
2025-06-15 18:30:54.173,1.7293,0.6823
2025-06-15 18:30:59.224,1.7284,0.6853
2025-06-15 18:31:09.466,1.7273,0.6887
2025-06-15 18:31:19.618,1.726,0.6894
2025-06-15 18:31:29.772,1.7246,0.6891
2025-06-15 18:31:39.935,1.917,0.6404
2025-06-15 18:31:55.199,1.9268,0.6384
2025-06-15 18:32:05.380,1.9306,0.6368
2025-06-15 18:32:15.536,1.9331,0.6326
2025-06-15 18:32:20.587,1.9294,0.6306
2025-06-15 18:32:25.640,1.9323,0.6302
2025-06-15 18:32:30.693,1.9337,0.6286
2025-06-15 18:32:35.738,1.9345,0.6224
2025-06-15 18:32:40.783,1.9354,0.6216
2025-06-15 18:32:45.838,1.9361,0.6211
2025-06-15 18:32:50.892,1.9367,0.6198
2025-06-15 18:32:55.941,1.9371,0.6169
2025-06-15 18:33:00.996,1.9376,0.6193
2025-06-15 18:33:06.046,1.9379,0.6177
2025-06-15 18:33:11.098,1.9384,0.6168
2025-06-15 18:33:21.249,1.9393,0.6148
2025-06-15 18:33:31.394,1.9399,0.6134
2025-06-15 18:33:41.542,1.9407,0.6148
2025-06-15 18:33:56.800,1.9417,0.6109
2025-06-15 18:34:07.025,1.942,0.6099
2025-06-15 18:34:17.204,1.7334,0.6765
2025-06-15 18:34:27.360,1.7254,0.6661
2025-06-15 18:34:32.413,1.7213,0.6643
2025-06-15 18:34:37.462,1.7181,0.6631
2025-06-15 18:34:42.514,1.7161,0.6666
2025-06-15 18:34:47.561,1.7147,0.6642
2025-06-15 18:34:52.615,1.7133,0.6613
2025-06-15 18:34:57.665,1.7123,0.6642
2025-06-15 18:35:02.717,1.7111,0.6666
2025-06-15 18:35:07.770,1.7106,0.6668
2025-06-15 18:35:12.831,1.7099,0.6661
2025-06-15 18:35:17.886,1.7093,0.6696
2025-06-15 18:35:22.937,1.7084,0.6693
2025-06-15 18:35:27.990,1.7078,0.6689
2025-06-15 18:35:33.043,1.7069,0.6672
2025-06-15 18:35:38.098,1.7061,0.6693
2025-06-15 18:35:43.164,1.7058,0.6721
2025-06-15 18:35:48.216,1.7048,0.6743
2025-06-15 18:35:53.269,1.7041,0.6769
2025-06-15 18:35:58.315,1.7036,0.6789
2025-06-15 18:36:03.368,1.7027,0.6961
2025-06-15 18:36:08.419,1.702,0.6998
2025-06-15 18:36:13.471,1.7015,0.7046
2025-06-15 18:36:18.520,1.7006,0.7059
2025-06-15 18:36:23.576,1.7001,0.7013
2025-06-15 18:36:28.627,1.6994,0.7014
2025-06-15 18:36:33.676,1.6989,0.7017
2025-06-15 18:36:38.721,1.6983,0.7018
2025-06-15 18:36:43.770,1.6971,0.6978
2025-06-15 18:36:48.819,1.6951,0.6956
2025-06-15 18:36:53.871,1.6951,0.6963
2025-06-15 18:36:58.924,1.6943,0.6972
2025-06-15 18:37:03.970,1.6938,0.6927
2025-06-15 18:37:09.026,1.6923,0.6946
2025-06-15 18:37:14.074,1.6913,0.6986
2025-06-15 18:37:19.137,1.6908,0.6918
2025-06-15 18:37:24.188,1.6903,0.6909
2025-06-15 18:37:29.261,1.6898,0.6892
2025-06-15 18:37:34.314,1.6894,0.6871
2025-06-15 18:37:39.369,1.6888,0.6892
2025-06-15 18:37:44.422,1.6882,0.6908
2025-06-15 18:37:49.476,1.6868,0.6949
2025-06-15 18:37:54.524,1.686,0.6952
2025-06-15 18:37:59.585,1.6856,0.6886
2025-06-15 18:38:04.632,1.6849,0.6936
2025-06-15 18:38:09.682,1.684,0.6958
2025-06-15 18:38:14.732,1.6826,0.6941
2025-06-15 18:38:19.779,1.6816,0.6993
2025-06-15 18:38:24.826,1.6805,0.6966
2025-06-15 18:38:29.870,1.6798,0.6978
2025-06-15 18:38:34.916,1.6786,0.6994
2025-06-15 18:38:39.967,1.6774,0.6983
2025-06-15 18:38:45.021,1.676,0.6993
2025-06-15 18:38:50.072,1.6755,0.6994
2025-06-15 18:38:55.118,1.6749,0.6996
2025-06-15 18:39:00.172,1.675,0.7003
2025-06-15 18:39:05.229,1.676,0.7053
2025-06-15 18:39:10.276,1.6775,0.7046
2025-06-15 18:39:15.329,1.6774,0.707
2025-06-15 18:39:20.382,1.6766,0.7075
2025-06-15 18:39:25.441,1.6765,0.7086
2025-06-15 18:39:30.487,1.6759,0.7117
2025-06-15 18:39:35.552,1.6756,0.7149
2025-06-15 18:39:40.597,1.6753,0.7137
2025-06-15 18:39:45.643,1.6744,0.7151
2025-06-15 18:39:50.694,1.6744,0.7149
2025-06-15 18:39:55.737,1.6738,0.7171
2025-06-15 18:40:00.784,1.6737,0.7168
2025-06-15 18:40:05.836,1.6729,0.7173
2025-06-15 18:40:10.886,1.6726,0.7199
2025-06-15 18:40:15.935,1.6716,0.7183
2025-06-15 18:40:20.985,1.6714,0.722
2025-06-15 18:40:26.040,1.6714,0.7191
2025-06-15 18:40:31.091,1.6706,0.7185
2025-06-15 18:40:36.146,1.6697,0.7211
2025-06-15 18:40:41.198,1.6688,0.7196
2025-06-15 18:41:01.393,1.6663,0.7179
2025-06-15 18:41:06.443,1.6658,0.7213
2025-06-15 18:41:11.496,1.6655,0.7171
2025-06-15 18:41:16.549,1.6645,0.7196
2025-06-15 18:41:21.604,1.6641,0.7239
2025-06-15 18:41:26.662,1.6637,0.7317
2025-06-15 18:41:31.730,1.6634,0.7435
2025-06-15 18:41:41.885,1.6625,0.7548
2025-06-15 18:41:52.128,1.6614,0.7603
2025-06-15 18:42:02.282,1.6594,0.7562
2025-06-15 18:42:07.338,1.6596,0.7584
2025-06-15 18:42:12.384,1.659,0.7554
2025-06-15 18:42:17.446,1.6584,0.7542
2025-06-15 18:42:22.506,1.6575,0.7534
2025-06-15 18:42:27.555,1.6569,0.7558
2025-06-15 18:42:32.609,1.6562,0.7553
2025-06-15 18:42:37.652,1.6556,0.7555
2025-06-15 18:42:42.701,1.6551,0.7494
2025-06-15 18:42:47.747,1.6546,0.7543
2025-06-15 18:42:52.812,1.6541,0.7549
2025-06-15 18:42:57.861,1.6536,0.7552
2025-06-15 18:43:02.911,1.6531,0.7568
2025-06-15 18:43:07.967,1.6526,0.7594
2025-06-15 18:43:13.017,1.6519,0.7579
2025-06-15 18:43:18.068,1.6516,0.7593
2025-06-15 18:43:23.122,1.6513,0.7582
2025-06-15 18:43:28.177,1.6509,0.7676
2025-06-15 18:43:33.226,1.6504,0.7651
2025-06-15 18:43:38.270,1.6498,0.7648
2025-06-15 18:43:43.326,1.6493,0.757
2025-06-15 18:43:48.378,1.6489,0.7542
2025-06-15 18:43:53.427,1.6485,0.7556
2025-06-15 18:43:58.470,1.6481,0.7535
2025-06-15 18:44:03.523,1.6478,0.7503
2025-06-15 18:44:08.581,1.6474,0.7506
2025-06-15 18:44:13.627,1.6469,0.7522
2025-06-15 18:44:18.674,1.6464,0.7471
2025-06-15 18:44:23.729,1.6461,0.7453
2025-06-15 18:44:28.777,1.6457,0.7506
2025-06-15 18:44:33.831,1.6453,0.7438
2025-06-15 18:44:38.887,1.6449,0.7379
2025-06-15 18:44:43.935,1.6444,0.7354
2025-06-15 18:44:48.981,1.644,0.7352
2025-06-15 18:44:54.046,1.6435,0.7293
2025-06-15 18:44:59.104,1.6431,0.7327
2025-06-15 18:45:04.151,1.6427,0.7223
2025-06-15 18:45:09.218,1.6423,0.7227
2025-06-15 18:45:14.263,1.6419,0.7268
2025-06-15 18:45:19.315,1.6413,0.7218
2025-06-15 18:45:24.364,1.6408,0.7251
2025-06-15 18:45:29.410,1.6405,0.7251
2025-06-15 18:45:34.463,1.6401,0.7227
2025-06-15 18:45:39.515,1.8153,0.6499
2025-06-15 18:45:44.560,1.8201,0.6488
2025-06-15 18:45:49.612,1.8234,0.6452
2025-06-15 18:45:54.667,1.826,0.6462
2025-06-15 18:45:59.718,1.8281,0.6453
2025-06-15 18:46:04.767,1.8298,0.6422
2025-06-15 18:46:09.820,1.8309,0.6394
2025-06-15 18:46:14.880,1.8313,0.6389
2025-06-15 18:46:19.934,1.8337,0.6356
2025-06-15 18:46:24.984,1.8346,0.6346
2025-06-15 18:46:30.036,1.8347,0.6339
2025-06-15 18:46:40.284,1.8372,0.6335
2025-06-15 18:46:50.459,1.8385,0.6261
2025-06-15 18:47:00.609,1.8393,0.6246
2025-06-15 18:47:05.712,1.8397,0.6231
2025-06-15 18:47:10.763,1.8399,0.6234
2025-06-15 18:47:15.819,1.8403,0.6234
2025-06-15 18:47:20.873,1.8408,0.6217
2025-06-15 18:47:31.023,1.8414,0.6202
2025-06-15 18:47:46.275,1.8424,0.6179
2025-06-15 18:48:11.769,1.8435,0.614
2025-06-15 18:48:21.962,1.8437,0.636
2025-06-15 18:48:32.119,1.8441,0.6357
2025-06-15 18:48:47.374,1.8446,0.6389
2025-06-15 18:49:12.899,1.845,0.6587
2025-06-15 18:49:28.245,1.638,0.7461
2025-06-15 18:49:38.456,1.8268,0.7044
2025-06-15 18:49:48.615,1.6329,0.7421
2025-06-15 18:49:53.673,1.8297,0.6601
2025-06-15 18:49:58.739,1.6395,0.7461
2025-06-15 18:50:03.795,1.638,0.7476
2025-06-15 18:50:08.848,1.6361,0.7435
2025-06-15 18:50:13.894,1.6359,0.7424
2025-06-15 18:50:18.944,1.6348,0.7454
2025-06-15 18:50:24.022,1.6339,0.7418
2025-06-15 18:50:29.069,1.6349,0.7458
2025-06-15 18:50:34.119,1.6344,0.7493
2025-06-15 18:50:39.165,1.6334,0.7483
2025-06-15 18:50:44.212,1.6326,0.7504
2025-06-15 18:50:49.259,1.6319,0.7466
2025-06-15 18:50:54.309,1.6312,0.7508
2025-06-15 18:50:59.370,1.6332,0.7453
2025-06-15 18:51:04.424,1.6327,0.7478
2025-06-15 18:51:09.471,1.632,0.7501
2025-06-15 18:51:14.527,1.6315,0.7432
2025-06-15 18:51:19.577,1.6312,0.75
2025-06-15 18:51:24.632,1.6307,0.7522
2025-06-15 18:51:29.679,1.6302,0.7461
2025-06-15 18:51:34.735,1.6296,0.7487
2025-06-15 18:51:39.792,1.6291,0.7514
2025-06-15 18:51:44.840,1.6286,0.7478
2025-06-15 18:51:49.895,1.6281,0.747
2025-06-15 18:51:54.946,1.6279,0.7466
2025-06-15 18:52:00.025,1.6272,0.7429
2025-06-15 18:52:05.198,1.6268,0.7455
2025-06-15 18:52:10.244,1.6265,0.7458
2025-06-15 18:52:15.289,1.6261,0.7444
2025-06-15 18:52:20.336,1.6258,0.7454
2025-06-15 18:52:25.379,1.6256,0.7424
2025-06-15 18:52:30.445,1.6253,0.7448
2025-06-15 18:52:40.595,1.6248,0.7388
2025-06-15 18:52:50.759,1.6244,0.7404
2025-06-15 18:53:00.912,1.6237,0.7398
2025-06-15 18:53:11.064,1.6231,0.7386
2025-06-15 18:53:21.217,1.6225,0.7375
2025-06-15 18:53:31.372,1.6219,0.7411
2025-06-15 18:53:36.424,1.6218,0.7349
2025-06-15 18:53:56.871,1.6204,0.7384
2025-06-15 18:54:01.921,1.6198,0.7342
2025-06-15 18:54:06.985,1.6194,0.7383
2025-06-15 18:54:12.030,1.6191,0.7394
2025-06-15 18:54:17.083,1.6187,0.7359
2025-06-15 18:54:22.173,1.6183,0.7399
2025-06-15 18:54:27.233,1.6181,0.7355
2025-06-15 18:54:32.284,1.6178,0.7383
2025-06-15 18:54:37.336,1.6174,0.7409
2025-06-15 18:54:42.388,1.6172,0.7361
2025-06-15 18:54:47.444,1.6169,0.7409
2025-06-15 18:54:52.491,1.6164,0.7431
2025-06-15 18:54:57.553,1.6163,0.7383
2025-06-15 18:55:02.598,1.6159,0.7394
2025-06-15 18:55:07.647,1.6158,0.7371
2025-06-15 18:55:12.698,1.6155,0.7412
2025-06-15 18:55:17.750,1.6153,0.7451
2025-06-15 18:55:22.805,1.615,0.7405
2025-06-15 18:55:27.864,1.6148,0.7446
2025-06-15 18:55:32.919,1.6146,0.7437
2025-06-15 18:55:43.073,1.6144,0.751
2025-06-15 18:55:53.235,1.6145,0.7444
2025-06-15 18:56:03.396,1.6134,0.7444
2025-06-15 18:56:13.553,1.6129,0.7462
2025-06-15 18:56:28.809,1.612,0.7531
2025-06-15 18:56:39.008,1.6117,0.754
2025-06-15 18:56:49.156,1.611,0.7593
2025-06-15 18:56:59.319,1.6109,0.7637
2025-06-15 18:57:14.597,1.6099,0.7658
2025-06-15 18:57:24.787,1.6096,0.767
2025-06-15 18:57:34.937,1.6089,0.7698
2025-06-15 18:57:40.037,1.6086,0.7753
2025-06-15 18:58:00.487,1.6072,0.7762
2025-06-15 18:58:05.543,1.6068,0.7788
2025-06-15 18:58:10.593,1.6066,0.7769
2025-06-15 18:58:15.641,1.6062,0.7798
2025-06-15 18:58:20.688,1.6059,0.783
2025-06-15 18:58:30.842,1.606,0.7844
2025-06-15 18:58:40.994,1.6053,0.7887
2025-06-15 18:58:51.149,1.6048,0.7853
2025-06-15 18:59:01.298,1.6043,0.789
2025-06-15 18:59:06.384,1.6041,0.7864
2025-06-15 18:59:31.918,1.6028,0.7901
2025-06-15 18:59:42.117,1.6023,0.7934
2025-06-15 18:59:47.236,1.6021,0.7912
2025-06-15 19:00:12.783,1.6006,0.7979
2025-06-15 19:00:22.979,1.6002,0.7954
2025-06-15 19:00:48.436,1.5985,0.7984
2025-06-15 19:01:13.924,1.5972,0.8094
2025-06-15 19:01:39.421,1.5961,0.818
2025-06-15 19:01:49.620,1.5956,0.8254
2025-06-15 19:01:59.772,1.5953,0.8221
2025-06-15 19:02:09.926,1.5943,0.8259
2025-06-15 19:02:20.084,1.5938,0.8252
2025-06-15 19:02:30.239,1.5931,0.8272
2025-06-15 19:02:45.493,1.5923,0.8308
2025-06-15 19:02:55.672,1.5918,0.8321
2025-06-15 19:03:05.820,1.5914,0.8288
2025-06-15 19:03:15.964,1.591,0.8306
2025-06-15 19:03:26.112,1.5901,0.8273
2025-06-15 19:03:36.275,1.5896,0.8264
2025-06-15 19:03:51.538,1.5887,0.8361
2025-06-15 19:04:17.033,1.5875,0.8426
2025-06-15 19:04:27.224,1.5869,0.844
2025-06-15 19:04:37.373,1.5863,0.8388
2025-06-15 19:04:47.522,1.5854,0.8329
2025-06-15 19:04:52.575,1.5843,0.8309
2025-06-15 19:04:57.627,1.5848,0.8283
2025-06-15 19:05:02.679,1.5844,0.8306
2025-06-15 19:05:07.739,1.5839,0.8281
2025-06-15 19:05:12.793,1.5836,0.8266
2025-06-15 19:05:17.844,1.5833,0.8238
2025-06-15 19:05:22.933,1.5829,0.8266
2025-06-15 19:05:27.978,1.5826,0.8259
2025-06-15 19:05:33.036,1.5823,0.8261
2025-06-15 19:05:38.086,1.5821,0.8239
2025-06-15 19:05:43.151,1.5817,0.8258
2025-06-15 19:05:48.199,1.5814,0.8242
2025-06-15 19:05:53.280,1.5809,0.8235
2025-06-15 19:05:58.362,1.5807,0.8258
2025-06-15 19:06:03.407,1.5804,0.8245
2025-06-15 19:06:08.461,1.58,0.8235
2025-06-15 19:06:13.515,1.5796,0.8218
2025-06-15 19:06:18.560,1.5793,0.8229
2025-06-15 19:06:23.615,1.5788,0.818
2025-06-15 19:06:28.673,1.5784,0.8196
2025-06-15 19:06:33.726,1.5782,0.8184
2025-06-15 19:06:38.771,1.5781,0.8168
2025-06-15 19:06:43.827,1.5776,0.8176
2025-06-15 19:06:48.873,1.5771,0.8194
2025-06-15 19:06:53.928,1.5768,0.8198
2025-06-15 19:06:58.975,1.5764,0.8191
2025-06-15 19:07:04.021,1.5761,0.8192
2025-06-15 19:07:09.072,1.5757,0.8154
2025-06-15 19:07:19.232,1.5754,0.8166
2025-06-15 19:07:29.408,1.5746,0.815
2025-06-15 19:07:39.555,1.5734,0.8126
2025-06-15 19:07:49.702,1.5726,0.8093
2025-06-15 19:07:59.856,1.5713,0.8111
2025-06-15 19:08:04.897,1.5708,0.8133
2025-06-15 19:08:09.942,1.5702,0.8127
2025-06-15 19:08:14.988,1.5701,0.8103
2025-06-15 19:08:20.032,1.5693,0.8109
2025-06-15 19:08:30.184,1.5688,0.8158
2025-06-15 19:08:55.678,1.5668,0.8176
2025-06-15 19:09:05.875,1.566,0.8136
2025-06-15 19:09:16.029,1.5649,0.8167
2025-06-15 19:09:26.179,1.5618,0.8153
2025-06-15 19:09:36.334,1.5631,0.8138
2025-06-15 19:09:51.590,1.5593,0.8175
2025-06-15 19:10:01.783,1.5604,0.823
2025-06-15 19:10:11.932,1.5571,0.8215
2025-06-15 19:10:22.085,1.5559,0.8238
2025-06-15 19:10:32.244,1.5541,0.8201
2025-06-15 19:10:47.492,1.5526,0.8208
2025-06-15 19:10:57.700,1.5532,0.8198
2025-06-15 19:11:02.749,1.5522,0.8229
2025-06-15 19:11:07.799,1.5518,0.8203
2025-06-15 19:11:12.858,1.5514,0.8215
2025-06-15 19:11:17.905,1.5483,0.8244
2025-06-15 19:11:22.948,1.5497,0.8243
2025-06-15 19:11:27.999,1.5491,0.8263
2025-06-15 19:11:33.054,1.5459,0.8249
2025-06-15 19:11:38.107,1.5449,0.8219
2025-06-15 19:11:43.164,1.5448,0.828
2025-06-15 19:11:48.211,1.5434,0.8207
2025-06-15 19:11:53.267,1.5428,0.824
2025-06-15 19:12:03.424,1.5413,0.8195
2025-06-15 19:12:28.880,1.5384,0.819
2025-06-15 19:12:54.382,1.5333,0.8115
2025-06-15 19:12:59.435,1.5324,0.8099
2025-06-15 19:13:04.477,1.5314,0.8064
2025-06-15 19:13:09.522,1.5305,0.8079
2025-06-15 19:13:14.576,1.5296,0.8054
2025-06-15 19:13:19.629,1.5287,0.8043
2025-06-15 19:13:24.674,1.5271,0.8034
2025-06-15 19:13:29.726,1.5284,0.8076
2025-06-15 19:13:50.085,1.5238,0.8063
2025-06-15 19:14:00.237,1.5216,0.8073
2025-06-15 19:14:05.287,1.5207,0.8115
2025-06-15 19:14:15.447,1.5213,0.8131
2025-06-15 19:14:35.879,1.5184,0.8146
2025-06-15 19:14:40.938,1.5176,0.8127
2025-06-15 19:14:51.184,1.5162,0.8161
2025-06-15 19:15:01.340,1.5139,0.8161
2025-06-15 19:15:11.492,1.5121,0.8156
2025-06-15 19:15:21.651,1.5099,0.8164
2025-06-15 19:15:26.708,1.509,0.8154
2025-06-15 19:15:52.255,1.5038,0.8173
2025-06-15 19:15:57.345,1.5014,0.8157
2025-06-15 19:16:02.418,1.4991,0.8156
2025-06-15 19:16:07.474,1.4975,0.8171
2025-06-15 19:16:12.523,1.4961,0.8143
2025-06-15 19:16:17.573,1.4948,0.8168
2025-06-15 19:16:22.626,1.4933,0.8157
2025-06-15 19:16:27.672,1.4919,0.8158
2025-06-15 19:16:32.721,1.4909,0.8159
2025-06-15 19:16:37.774,1.4896,0.8156
2025-06-15 19:16:42.821,1.4882,0.816
2025-06-15 19:16:47.877,1.4868,0.8126
2025-06-15 19:16:52.935,1.4854,0.8124
2025-06-15 19:16:57.985,1.4841,0.8105
2025-06-15 19:17:03.044,1.4824,0.8134
2025-06-15 19:17:08.097,1.4828,0.8103
2025-06-15 19:17:18.322,1.4808,0.8079
2025-06-15 19:17:28.476,1.4784,0.8055
2025-06-15 19:17:38.638,1.4756,0.8046
2025-06-15 19:17:53.911,1.4722,0.7991
2025-06-15 19:18:19.410,1.4666,0.7928
2025-06-15 19:18:29.595,1.4641,0.7911
2025-06-15 19:18:39.748,1.462,0.7871
2025-06-15 19:18:55.004,1.4585,0.7859
2025-06-15 19:19:00.131,1.4557,0.7862
2025-06-15 19:19:05.179,1.454,0.786
2025-06-15 19:19:10.228,1.4526,0.7856
2025-06-15 19:19:15.302,1.4516,0.7833
2025-06-15 19:19:20.350,1.4501,0.7844
2025-06-15 19:19:25.410,1.4488,0.7841
2025-06-15 19:19:35.557,1.4502,0.7819
2025-06-15 19:19:40.612,1.4486,0.781
2025-06-15 19:19:45.663,1.4479,0.7849
2025-06-15 19:19:50.711,1.4434,0.7821
2025-06-15 19:19:55.756,1.4428,0.7809
2025-06-15 19:20:00.813,1.4414,0.7823
2025-06-15 19:20:26.335,1.4357,0.7759
2025-06-15 19:20:46.869,0.0,0.776
2025-06-15 19:20:51.955,1.4331,0.7759
2025-06-15 19:29:27.059,1.991,0.7554
2025-06-15 19:29:32.107,1.9938,0.6928
2025-06-15 19:29:37.158,1.9951,0.6929
2025-06-15 19:29:47.339,1.9956,0.6904
2025-06-15 19:29:52.385,1.9926,0.6921
2025-06-15 19:29:57.441,1.7781,0.8364
2025-06-15 19:30:02.496,1.9949,0.6921
2025-06-15 19:30:07.538,1.9954,0.6911
2025-06-15 19:30:12.584,1.9956,0.6908
2025-06-15 19:30:17.638,1.9957,0.6893
2025-06-15 19:30:22.686,1.9959,0.6886
2025-06-15 19:30:27.731,1.9961,0.6888
2025-06-15 19:30:32.784,1.9961,0.6883
2025-06-15 19:30:37.834,1.9962,0.6903
2025-06-15 19:30:42.880,1.9947,0.6886
2025-06-15 19:30:47.934,1.9966,0.6884
2025-06-15 19:30:52.983,1.9966,0.6889
2025-06-15 19:31:13.400,1.9969,0.6904
2025-06-15 19:31:18.457,1.9969,0.6912
2025-06-15 19:31:33.797,1.9969,0.6906
2025-06-15 19:31:38.850,1.997,0.6919
2025-06-15 19:31:43.913,1.997,0.6883
2025-06-15 19:31:48.968,1.9971,0.6876
2025-06-15 19:31:54.013,1.9969,0.6869
2025-06-15 19:31:59.068,1.9969,0.6863
2025-06-15 19:32:04.114,1.9969,0.686
2025-06-15 19:32:09.160,1.9969,0.6873
2025-06-15 19:32:14.202,1.9967,0.6859
2025-06-15 19:32:19.244,1.9952,0.6872
2025-06-15 19:32:24.304,1.9968,0.6868
2025-06-15 19:32:29.347,1.9969,0.6864
2025-06-15 19:32:34.399,1.9967,0.6846
2025-06-15 19:32:39.484,1.9967,0.6864
2025-06-15 19:32:44.529,1.9966,0.685
2025-06-15 19:32:49.582,1.9968,0.6841
2025-06-15 19:32:54.629,1.9968,0.684
2025-06-15 19:33:04.851,1.9969,0.683
2025-06-15 19:33:09.931,1.9968,0.6821
2025-06-15 19:33:14.983,1.9969,0.6826
2025-06-15 19:33:20.123,1.9969,0.6836
2025-06-15 19:33:25.172,1.9968,0.6821
2025-06-15 19:33:35.359,1.9963,0.6809
2025-06-15 19:33:40.505,1.9968,0.6804
2025-06-15 19:33:45.560,1.9967,0.6773
2025-06-15 19:33:55.703,1.9953,0.6801
2025-06-15 19:34:05.878,1.9969,0.6718
2025-06-15 19:34:10.933,1.9969,0.6549
2025-06-15 19:34:21.080,1.9969,0.6755
2025-06-15 19:34:31.239,1.9971,0.6739
2025-06-15 19:34:36.297,1.9971,0.6724
2025-06-15 19:34:41.425,1.9969,0.6706
2025-06-15 19:34:46.471,1.9971,0.6704
2025-06-15 19:34:51.521,1.9969,0.6693
2025-06-15 19:35:01.670,1.9969,0.6681
2025-06-15 19:35:16.924,1.9969,0.6648
2025-06-15 19:35:21.976,1.9969,0.6635
2025-06-15 19:35:27.040,1.9969,0.6623
2025-06-15 19:35:37.192,1.9968,0.6621
2025-06-15 19:35:42.245,1.9968,0.6616
2025-06-15 19:35:47.292,1.9968,0.6583
2025-06-15 19:35:57.439,1.9968,0.656
2025-06-15 19:36:07.594,1.9968,0.6522
2025-06-15 19:36:12.668,1.9968,0.6531
2025-06-15 19:36:17.714,1.9953,0.6514
2025-06-15 19:36:22.767,1.9967,0.6509
2025-06-15 19:36:27.817,1.9968,0.6508
2025-06-15 19:36:32.871,1.9967,0.6494
2025-06-15 19:36:37.929,1.9968,0.6502
2025-06-15 19:36:48.078,1.9968,0.6491
2025-06-15 19:36:58.238,1.9965,0.647
2025-06-15 19:37:13.522,1.9968,0.6486
2025-06-15 19:37:18.572,1.9954,0.6953
2025-06-15 19:37:23.620,1.9968,0.6454
2025-06-15 19:37:28.666,1.9968,0.6391
2025-06-15 19:37:33.718,1.9968,0.5455
2025-06-15 19:37:38.773,1.9968,0.5194
2025-06-15 19:37:43.832,1.9951,0.5081
2025-06-15 19:37:53.988,1.9967,0.5017
2025-06-15 19:37:59.036,1.9966,0.5013
2025-06-15 19:38:04.085,1.9965,0.5012
2025-06-15 19:38:09.138,1.9967,0.5014
2025-06-15 19:38:14.190,1.995,0.5026
2025-06-15 19:38:19.234,1.9966,0.5041
